iter	 posterior	 likelihood	 prior	 mu_pandas	 sigma_pandas 	 mu_bears 	 sigma_bears 	 alpha 	 beta 	 mu_diff
2385	-0.35396338106393443	-53.93481463515472	-25.57766222073468	99.79083628902877	18.00466438681629	69.06120600531781	20.444026885565837	8.051658413405987	0.544242445823564	30.72963028371096
2386	0.07272983629526664	-54.11230545813571	-25.327441561458436	98.30695011253549	17.91243822581896	67.38611164651134	19.61998175113586	7.8167953184539956	0.3261887027770982	30.92083846602415
2387	0.22311372316434586	-54.09284645014926	-25.123786846280524	100.23809552483796	17.45382832950097	66.83599357582673	19.361030957254243	7.984980424598984	0.3597162963335694	33.402101949011225
2388	-0.4518124437481106	-54.21290938164002	-25.455536358537884	100.66006083670203	17.456774695468344	66.24504035366247	19.346057831345437	8.45823574568449	0.5911182596742622	34.415020483039555
2389	-0.4518124437481106	-54.21290938164002	-25.455536358537884	100.66006083670203	17.456774695468344	66.24504035366247	19.346057831345437	8.45823574568449	0.5911182596742622	34.415020483039555
2390	-0.11144532592649625	-54.27350772610458	-25.50638333999981	101.61446754653011	18.204427566953683	67.18375774464052	20.300178059029456	8.478951690923871	0.5616211016087505	34.43070980188959
2391	-0.11144532592649625	-54.27350772610458	-25.50638333999981	101.61446754653011	18.204427566953683	67.18375774464052	20.300178059029456	8.478951690923871	0.5616211016087505	34.43070980188959
2392	-0.11144532592649625	-54.27350772610458	-25.50638333999981	101.61446754653011	18.204427566953683	67.18375774464052	20.300178059029456	8.478951690923871	0.5616211016087505	34.43070980188959
2393	-0.11144532592649625	-54.27350772610458	-25.50638333999981	101.61446754653011	18.204427566953683	67.18375774464052	20.300178059029456	8.478951690923871	0.5616211016087505	34.43070980188959
2394	-0.11144532592649625	-54.27350772610458	-25.50638333999981	101.61446754653011	18.204427566953683	67.18375774464052	20.300178059029456	8.478951690923871	0.5616211016087505	34.43070980188959
2395	0.5809145693643103	-54.206757786300045	-24.99221871044004	100.1002835146032	19.003297071241676	68.49884706771057	20.549038724605865	8.43618725618622	0.42539453625039536	31.601436446892635
2396	0.5809145693643103	-54.206757786300045	-24.99221871044004	100.1002835146032	19.003297071241676	68.49884706771057	20.549038724605865	8.43618725618622	0.42539453625039536	31.601436446892635
2397	0.5809145693643103	-54.206757786300045	-24.99221871044004	100.1002835146032	19.003297071241676	68.49884706771057	20.549038724605865	8.43618725618622	0.42539453625039536	31.601436446892635
2398	0.5809145693643103	-54.206757786300045	-24.99221871044004	100.1002835146032	19.003297071241676	68.49884706771057	20.549038724605865	8.43618725618622	0.42539453625039536	31.601436446892635
2399	-0.17461393195689823	-53.83987510461908	-25.5337153240779	98.63388040387895	18.232149965151276	69.99540785595994	20.249089739708996	8.66567204189501	0.5766903677633655	28.638472547919008
2400	-0.17461393195689823	-53.83987510461908	-25.5337153240779	98.63388040387895	18.232149965151276	69.99540785595994	20.249089739708996	8.66567204189501	0.5766903677633655	28.638472547919008
2401	0.7384990432773293	-53.69463466683861	-24.94045671858104	100.16328505934663	18.821305314741203	71.52054734043507	19.82646628457852	8.959753792758956	0.450801914960104	28.64273771891156
2402	0.7384990432773293	-53.69463466683861	-24.94045671858104	100.16328505934663	18.821305314741203	71.52054734043507	19.82646628457852	8.959753792758956	0.450801914960104	28.64273771891156
2403	0.7384990432773293	-53.69463466683861	-24.94045671858104	100.16328505934663	18.821305314741203	71.52054734043507	19.82646628457852	8.959753792758956	0.450801914960104	28.64273771891156
2404	0.7384990432773293	-53.69463466683861	-24.94045671858104	100.16328505934663	18.821305314741203	71.52054734043507	19.82646628457852	8.959753792758956	0.450801914960104	28.64273771891156
2405	0.7384990432773293	-53.69463466683861	-24.94045671858104	100.16328505934663	18.821305314741203	71.52054734043507	19.82646628457852	8.959753792758956	0.450801914960104	28.64273771891156
2406	-1.106750279572708	-53.4016023551562	-26.34023930983617	100.28225511037039	18.37343939887036	73.20840971370217	19.507424249594294	9.34827212831791	0.7119476342277954	27.07384539666822
2407	1.4812289849115814	-53.28630639469706	-24.974306285383733	98.2847189415022	17.623331955221666	75.04565638801527	20.182822535620428	9.027296658786176	0.5132566434641448	23.23906255348693
2408	0.033679086275839154	-53.238185267275725	-24.988748326529226	97.32581897587269	17.003484923216295	75.74997882948179	20.387418333745355	9.372629895667478	0.5402081526885031	21.575840146390902
2409	0.033679086275839154	-53.238185267275725	-24.988748326529226	97.32581897587269	17.003484923216295	75.74997882948179	20.387418333745355	9.372629895667478	0.5402081526885031	21.575840146390902
2410	0.033679086275839154	-53.238185267275725	-24.988748326529226	97.32581897587269	17.003484923216295	75.74997882948179	20.387418333745355	9.372629895667478	0.5402081526885031	21.575840146390902
2411	0.033679086275839154	-53.238185267275725	-24.988748326529226	97.32581897587269	17.003484923216295	75.74997882948179	20.387418333745355	9.372629895667478	0.5402081526885031	21.575840146390902
2412	0.033679086275839154	-53.238185267275725	-24.988748326529226	97.32581897587269	17.003484923216295	75.74997882948179	20.387418333745355	9.372629895667478	0.5402081526885031	21.575840146390902
2413	0.033679086275839154	-53.238185267275725	-24.988748326529226	97.32581897587269	17.003484923216295	75.74997882948179	20.387418333745355	9.372629895667478	0.5402081526885031	21.575840146390902
2414	0.033679086275839154	-53.238185267275725	-24.988748326529226	97.32581897587269	17.003484923216295	75.74997882948179	20.387418333745355	9.372629895667478	0.5402081526885031	21.575840146390902
2415	0.033679086275839154	-53.238185267275725	-24.988748326529226	97.32581897587269	17.003484923216295	75.74997882948179	20.387418333745355	9.372629895667478	0.5402081526885031	21.575840146390902
2416	0.033679086275839154	-53.238185267275725	-24.988748326529226	97.32581897587269	17.003484923216295	75.74997882948179	20.387418333745355	9.372629895667478	0.5402081526885031	21.575840146390902
2417	0.033679086275839154	-53.238185267275725	-24.988748326529226	97.32581897587269	17.003484923216295	75.74997882948179	20.387418333745355	9.372629895667478	0.5402081526885031	21.575840146390902
2418	0.033679086275839154	-53.238185267275725	-24.988748326529226	97.32581897587269	17.003484923216295	75.74997882948179	20.387418333745355	9.372629895667478	0.5402081526885031	21.575840146390902
2419	0.033679086275839154	-53.238185267275725	-24.988748326529226	97.32581897587269	17.003484923216295	75.74997882948179	20.387418333745355	9.372629895667478	0.5402081526885031	21.575840146390902
2420	0.033679086275839154	-53.238185267275725	-24.988748326529226	97.32581897587269	17.003484923216295	75.74997882948179	20.387418333745355	9.372629895667478	0.5402081526885031	21.575840146390902
2421	-0.28934518995529857	-53.31141374615469	-25.20486503760555	96.27678972933323	16.527858330459154	75.49285753029442	20.658213097106866	9.817844216635304	0.4478931932894727	20.783932199038816
2422	-0.28934518995529857	-53.31141374615469	-25.20486503760555	96.27678972933323	16.527858330459154	75.49285753029442	20.658213097106866	9.817844216635304	0.4478931932894727	20.783932199038816
2423	-0.28934518995529857	-53.31141374615469	-25.20486503760555	96.27678972933323	16.527858330459154	75.49285753029442	20.658213097106866	9.817844216635304	0.4478931932894727	20.783932199038816
2424	-0.28934518995529857	-53.31141374615469	-25.20486503760555	96.27678972933323	16.527858330459154	75.49285753029442	20.658213097106866	9.817844216635304	0.4478931932894727	20.783932199038816
2425	-0.28934518995529857	-53.31141374615469	-25.20486503760555	96.27678972933323	16.527858330459154	75.49285753029442	20.658213097106866	9.817844216635304	0.4478931932894727	20.783932199038816
2426	-0.28934518995529857	-53.31141374615469	-25.20486503760555	96.27678972933323	16.527858330459154	75.49285753029442	20.658213097106866	9.817844216635304	0.4478931932894727	20.783932199038816
2427	-0.28934518995529857	-53.31141374615469	-25.20486503760555	96.27678972933323	16.527858330459154	75.49285753029442	20.658213097106866	9.817844216635304	0.4478931932894727	20.783932199038816
2428	-0.790881485521453	-53.065411411637655	-26.24174885764404	95.95886246523028	15.676699025821293	75.86231203357077	19.746286500357105	9.396289080063413	0.3516892023741727	20.09655043165951
2429	0.7906912809543627	-53.31646351403727	-25.200005474290066	96.82383183646553	16.616066215110006	74.53056496161042	20.603224770965337	9.532420889940948	0.4327490467032474	22.293266874855107
2430	0.7906912809543627	-53.31646351403727	-25.200005474290066	96.82383183646553	16.616066215110006	74.53056496161042	20.603224770965337	9.532420889940948	0.4327490467032474	22.293266874855107
2431	0.7906912809543627	-53.31646351403727	-25.200005474290066	96.82383183646553	16.616066215110006	74.53056496161042	20.603224770965337	9.532420889940948	0.4327490467032474	22.293266874855107
2432	0.7906912809543627	-53.31646351403727	-25.200005474290066	96.82383183646553	16.616066215110006	74.53056496161042	20.603224770965337	9.532420889940948	0.4327490467032474	22.293266874855107
2433	0.7906912809543627	-53.31646351403727	-25.200005474290066	96.82383183646553	16.616066215110006	74.53056496161042	20.603224770965337	9.532420889940948	0.4327490467032474	22.293266874855107
2434	0.7906912809543627	-53.31646351403727	-25.200005474290066	96.82383183646553	16.616066215110006	74.53056496161042	20.603224770965337	9.532420889940948	0.4327490467032474	22.293266874855107
2435	0.7906912809543627	-53.31646351403727	-25.200005474290066	96.82383183646553	16.616066215110006	74.53056496161042	20.603224770965337	9.532420889940948	0.4327490467032474	22.293266874855107
2436	0.1947828982648332	-53.290902838041134	-25.03078325202136	95.74834525512652	17.00697700234361	75.48468606021112	19.93578802457686	9.134225775845593	0.5566726900807124	20.263659194915405
2437	0.1947828982648332	-53.290902838041134	-25.03078325202136	95.74834525512652	17.00697700234361	75.48468606021112	19.93578802457686	9.134225775845593	0.5566726900807124	20.263659194915405
2438	0.1947828982648332	-53.290902838041134	-25.03078325202136	95.74834525512652	17.00697700234361	75.48468606021112	19.93578802457686	9.134225775845593	0.5566726900807124	20.263659194915405
2439	0.1947828982648332	-53.290902838041134	-25.03078325202136	95.74834525512652	17.00697700234361	75.48468606021112	19.93578802457686	9.134225775845593	0.5566726900807124	20.263659194915405
2440	0.1947828982648332	-53.290902838041134	-25.03078325202136	95.74834525512652	17.00697700234361	75.48468606021112	19.93578802457686	9.134225775845593	0.5566726900807124	20.263659194915405
2441	-0.09815257124897414	-53.28312196838376	-25.136716692927706	95.52069253818833	17.914361254128604	75.2644571977029	18.996138503583474	9.435645573517391	0.6050139367954097	20.256235340485432
2442	-0.09815257124897414	-53.28312196838376	-25.136716692927706	95.52069253818833	17.914361254128604	75.2644571977029	18.996138503583474	9.435645573517391	0.6050139367954097	20.256235340485432
2443	-0.1145888632177332	-53.09961422497102	-25.434813299558186	95.58463230304024	17.013299611948323	73.99370221320142	18.187413584416785	9.107498363416415	0.6700978115114724	21.59093008983882
2444	-0.1145888632177332	-53.09961422497102	-25.434813299558186	95.58463230304024	17.013299611948323	73.99370221320142	18.187413584416785	9.107498363416415	0.6700978115114724	21.59093008983882
2445	-0.1145888632177332	-53.09961422497102	-25.434813299558186	95.58463230304024	17.013299611948323	73.99370221320142	18.187413584416785	9.107498363416415	0.6700978115114724	21.59093008983882
2446	0.2930988051115264	-53.24642736117284	-24.994901358244835	96.2692512317917	16.95394435880251	72.5609911858012	18.725164513923865	9.067734368173594	0.43484868005509025	23.7082600459905
2447	0.2930988051115264	-53.24642736117284	-24.994901358244835	96.2692512317917	16.95394435880251	72.5609911858012	18.725164513923865	9.067734368173594	0.43484868005509025	23.7082600459905
2448	0.2930988051115264	-53.24642736117284	-24.994901358244835	96.2692512317917	16.95394435880251	72.5609911858012	18.725164513923865	9.067734368173594	0.43484868005509025	23.7082600459905
2449	0.2930988051115264	-53.24642736117284	-24.994901358244835	96.2692512317917	16.95394435880251	72.5609911858012	18.725164513923865	9.067734368173594	0.43484868005509025	23.7082600459905
2450	-1.258253831124236	-53.261936973818024	-26.237645576723896	97.09300952663767	16.74046574875186	70.81358350398595	17.937623371802218	9.11719193755139	0.7676702640349565	26.27942602265172
2451	1.4499433626566685	-53.184863353340646	-24.8647758345446	99.0851407526344	17.474943259276323	71.22880225661298	17.52579603832784	9.143756038992615	0.5856572579839332	27.856338496021422
2452	1.4499433626566685	-53.184863353340646	-24.8647758345446	99.0851407526344	17.474943259276323	71.22880225661298	17.52579603832784	9.143756038992615	0.5856572579839332	27.856338496021422
2453	-0.08964486067658584	-53.25536549150138	-24.883918557060454	98.35942195123793	17.130547895328895	71.17531194514511	18.331486028905925	8.781752331596046	0.44019394134247514	27.184110006092823
2454	-0.4738285122662518	-53.50422341971062	-25.108889141117473	96.95807426361144	17.868439631632494	71.01579844970995	18.65951005636891	8.948411246870624	0.581232698057973	25.94227581390149
2455	-0.4738285122662518	-53.50422341971062	-25.108889141117473	96.95807426361144	17.868439631632494	71.01579844970995	18.65951005636891	8.948411246870624	0.581232698057973	25.94227581390149
2456	0.6200769595296407	-53.193599391896804	-24.79943620940164	98.90348281107393	18.01122938250827	72.43813859807526	18.059229220491765	8.709943487364825	0.47360870216902473	26.465344212998673
2457	-1.2787345144039364	-53.29823245766741	-25.973537658034967	97.39832869140176	17.888618503714586	72.19436024620195	18.368972072307205	9.20149941238453	0.7086294784099403	25.203968445199806
2458	-1.2787345144039364	-53.29823245766741	-25.973537658034967	97.39832869140176	17.888618503714586	72.19436024620195	18.368972072307205	9.20149941238453	0.7086294784099403	25.203968445199806
2459	0.8878987211398766	-53.454904843343385	-24.928966551219126	99.0966975423341	18.254851581477027	72.16863201053023	19.349943550320056	9.631901117220963	0.4754553482205375	26.928065531803867
2460	-0.06108518659539186	-53.314468983774184	-25.130487597383716	99.19547616857535	18.555031420557835	73.51917732810553	18.937396539841764	9.880256704207662	0.6159826163303852	25.676298840469826
2461	-0.06108518659539186	-53.314468983774184	-25.130487597383716	99.19547616857535	18.555031420557835	73.51917732810553	18.937396539841764	9.880256704207662	0.6159826163303852	25.676298840469826
2462	-0.06108518659539186	-53.314468983774184	-25.130487597383716	99.19547616857535	18.555031420557835	73.51917732810553	18.937396539841764	9.880256704207662	0.6159826163303852	25.676298840469826
2463	0.29787948661292774	-53.19074352208054	-24.956333572464427	100.55606040151484	18.835625741541186	75.39336888293732	18.666339466179036	9.655968421517906	0.4659747191751843	25.162691518577518
2464	0.29787948661292774	-53.19074352208054	-24.956333572464427	100.55606040151484	18.835625741541186	75.39336888293732	18.666339466179036	9.655968421517906	0.4659747191751843	25.162691518577518
2465	0.004170853535001129	-53.20117417900593	-24.941732062004043	101.57408199022015	18.428939697055462	74.11190904829172	18.498682617445922	9.994583821530526	0.5966526291944837	27.46217294192843
2466	0.03074072763070035	-52.91500190319243	-25.197163610186827	101.80423040399651	17.48440305094819	75.94568623177746	18.369533693921042	9.698082030998638	0.6583873286800671	25.858544172219055
2467	-1.9364655938407367	-52.893694383323634	-27.15493672389637	101.88898096519519	17.441447776837343	77.0045850760225	18.48590916167877	9.881099781295427	0.32211319259592675	24.884395889172694
2468	1.4696785032962936	-53.005174367784825	-25.573778236138878	103.10198541767325	16.540805160613733	77.9402422974206	19.446135042293967	9.498319675261529	0.3935766585293524	25.161743120252652
2469	-0.11771030884801803	-53.23635283210491	-25.46031008066681	104.37475181593082	16.62301129954404	79.86125876125963	19.888149575267466	9.96158640710915	0.42395358413139483	24.513493054671187
2470	0.3271776753903737	-53.4006957751897	-24.968789462191648	105.66261288273657	16.185424238335813	81.41967262471148	19.79178790310005	10.450227929542448	0.6325208512612879	24.242940258025087
2471	0.3271776753903737	-53.4006957751897	-24.968789462191648	105.66261288273657	16.185424238335813	81.41967262471148	19.79178790310005	10.450227929542448	0.6325208512612879	24.242940258025087
2472	0.3271776753903737	-53.4006957751897	-24.968789462191648	105.66261288273657	16.185424238335813	81.41967262471148	19.79178790310005	10.450227929542448	0.6325208512612879	24.242940258025087
2473	0.3271776753903737	-53.4006957751897	-24.968789462191648	105.66261288273657	16.185424238335813	81.41967262471148	19.79178790310005	10.450227929542448	0.6325208512612879	24.242940258025087
2474	0.3271776753903737	-53.4006957751897	-24.968789462191648	105.66261288273657	16.185424238335813	81.41967262471148	19.79178790310005	10.450227929542448	0.6325208512612879	24.242940258025087
2475	0.3271776753903737	-53.4006957751897	-24.968789462191648	105.66261288273657	16.185424238335813	81.41967262471148	19.79178790310005	10.450227929542448	0.6325208512612879	24.242940258025087
2476	0.3271776753903737	-53.4006957751897	-24.968789462191648	105.66261288273657	16.185424238335813	81.41967262471148	19.79178790310005	10.450227929542448	0.6325208512612879	24.242940258025087
2477	0.3271776753903737	-53.4006957751897	-24.968789462191648	105.66261288273657	16.185424238335813	81.41967262471148	19.79178790310005	10.450227929542448	0.6325208512612879	24.242940258025087
2478	0.3271776753903737	-53.4006957751897	-24.968789462191648	105.66261288273657	16.185424238335813	81.41967262471148	19.79178790310005	10.450227929542448	0.6325208512612879	24.242940258025087
2479	0.3271776753903737	-53.4006957751897	-24.968789462191648	105.66261288273657	16.185424238335813	81.41967262471148	19.79178790310005	10.450227929542448	0.6325208512612879	24.242940258025087
2480	-0.4104773237561119	-53.776840108786736	-25.003122452350727	107.14580005641103	16.604744277559224	79.9922872315717	20.516723279589904	10.758620928683799	0.5435259509052827	27.15351282483934
2481	-0.1455217395953099	-53.903547965974155	-25.021936334758617	108.2643159595917	16.095500645003384	79.75449548310723	20.08408321002537	10.521454722009386	0.5243255712857601	28.509820476484464
2482	-1.005523401921252	-54.27953244095687	-25.651475261697165	109.36396763240235	15.422199170355148	78.54327478872344	20.551572347901693	10.740426067873496	0.45993711756958	30.820692843678913
2483	-1.005523401921252	-54.27953244095687	-25.651475261697165	109.36396763240235	15.422199170355148	78.54327478872344	20.551572347901693	10.740426067873496	0.45993711756958	30.820692843678913
2484	-1.005523401921252	-54.27953244095687	-25.651475261697165	109.36396763240235	15.422199170355148	78.54327478872344	20.551572347901693	10.740426067873496	0.45993711756958	30.820692843678913
2485	0.19328371970054548	-54.5638603528141	-25.173863630139383	110.09376260742661	15.943270381002856	79.45922788096875	21.09599251583813	10.493394777882006	0.6331823995935126	30.634534726457858
2486	0.19328371970054548	-54.5638603528141	-25.173863630139383	110.09376260742661	15.943270381002856	79.45922788096875	21.09599251583813	10.493394777882006	0.6331823995935126	30.634534726457858
2487	0.19328371970054548	-54.5638603528141	-25.173863630139383	110.09376260742661	15.943270381002856	79.45922788096875	21.09599251583813	10.493394777882006	0.6331823995935126	30.634534726457858
2488	0.19328371970054548	-54.5638603528141	-25.173863630139383	110.09376260742661	15.943270381002856	79.45922788096875	21.09599251583813	10.493394777882006	0.6331823995935126	30.634534726457858
2489	-1.0627590696572042	-54.93565217001006	-25.86483088260063	111.06306551014922	16.876641924381996	80.96510792029895	21.669350513254624	10.812231444989886	0.7240562841838603	30.097957589850267
2490	-1.0627590696572042	-54.93565217001006	-25.86483088260063	111.06306551014922	16.876641924381996	80.96510792029895	21.669350513254624	10.812231444989886	0.7240562841838603	30.097957589850267
2491	-1.0627590696572042	-54.93565217001006	-25.86483088260063	111.06306551014922	16.876641924381996	80.96510792029895	21.669350513254624	10.812231444989886	0.7240562841838603	30.097957589850267
2492	-1.0627590696572042	-54.93565217001006	-25.86483088260063	111.06306551014922	16.876641924381996	80.96510792029895	21.669350513254624	10.812231444989886	0.7240562841838603	30.097957589850267
2493	-1.0627590696572042	-54.93565217001006	-25.86483088260063	111.06306551014922	16.876641924381996	80.96510792029895	21.669350513254624	10.812231444989886	0.7240562841838603	30.097957589850267
2494	0.8224637134081831	-54.30335101626146	-25.67466832294104	109.2225859728269	16.077050046445784	79.91777892498682	20.952418682732763	10.3896083337435	0.42976663099311985	29.304807047840086
2495	0.5477418780471908	-54.4423137601649	-24.987963700990417	110.39872706689812	17.068175441104366	79.29152480783593	20.19503464428635	10.062643966731391	0.49562042232790715	31.10720225906219
2496	-0.023510762400974272	-54.25322828844948	-25.200559935106813	109.95845566751709	16.235633347429882	80.11792992613934	19.657459386260783	9.673280544346046	0.644523600457838	29.840525741377746
2497	-0.023510762400974272	-54.25322828844948	-25.200559935106813	109.95845566751709	16.235633347429882	80.11792992613934	19.657459386260783	9.673280544346046	0.644523600457838	29.840525741377746
2498	-0.4788067344970983	-54.17406568585747	-25.758529272195908	109.68061038254399	15.60857293961017	78.99390239897998	19.578461939267847	9.560131451665505	0.7261096691686801	30.686707983564006
2499	-4.870539617123683	-53.79244801485443	-31.010686560322647	108.87866107110412	15.827914350165068	77.5758367531519	18.705612646531307	9.838140930247665	1.147975431160084	31.302824317952215
2500	-4.870539617123683	-53.79244801485443	-31.010686560322647	108.87866107110412	15.827914350165068	77.5758367531519	18.705612646531307	9.838140930247665	1.147975431160084	31.302824317952215
2501	4.217270922614645	-53.684055200374154	-26.901808452188266	108.68144808758693	16.170197023326516	76.64786156146354	18.262868632682164	10.219763933342781	0.9075483106403596	32.033586526123386
2502	4.217270922614645	-53.684055200374154	-26.901808452188266	108.68144808758693	16.170197023326516	76.64786156146354	18.262868632682164	10.219763933342781	0.9075483106403596	32.033586526123386
2503	4.217270922614645	-53.684055200374154	-26.901808452188266	108.68144808758693	16.170197023326516	76.64786156146354	18.262868632682164	10.219763933342781	0.9075483106403596	32.033586526123386
2504	4.217270922614645	-53.684055200374154	-26.901808452188266	108.68144808758693	16.170197023326516	76.64786156146354	18.262868632682164	10.219763933342781	0.9075483106403596	32.033586526123386
2505	1.6884844927741796	-53.744986906942174	-25.152392252846074	109.09024472520329	16.27972987737377	78.00283224916335	18.221856922248932	10.621314974856235	0.5009086877758971	31.087412476039944
2506	1.6884844927741796	-53.744986906942174	-25.152392252846074	109.09024472520329	16.27972987737377	78.00283224916335	18.221856922248932	10.621314974856235	0.5009086877758971	31.087412476039944
2507	1.6884844927741796	-53.744986906942174	-25.152392252846074	109.09024472520329	16.27972987737377	78.00283224916335	18.221856922248932	10.621314974856235	0.5009086877758971	31.087412476039944
2508	1.6884844927741796	-53.744986906942174	-25.152392252846074	109.09024472520329	16.27972987737377	78.00283224916335	18.221856922248932	10.621314974856235	0.5009086877758971	31.087412476039944
2509	1.6884844927741796	-53.744986906942174	-25.152392252846074	109.09024472520329	16.27972987737377	78.00283224916335	18.221856922248932	10.621314974856235	0.5009086877758971	31.087412476039944
2510	1.6884844927741796	-53.744986906942174	-25.152392252846074	109.09024472520329	16.27972987737377	78.00283224916335	18.221856922248932	10.621314974856235	0.5009086877758971	31.087412476039944
2511	1.6884844927741796	-53.744986906942174	-25.152392252846074	109.09024472520329	16.27972987737377	78.00283224916335	18.221856922248932	10.621314974856235	0.5009086877758971	31.087412476039944
2512	-1.4671479408870738	-53.85573798233011	-26.508789118345202	109.63609634473053	16.629192218271	78.21775544888528	18.100633956341188	10.442386030903558	0.8814791966001839	31.418340895845247
2513	-1.4671479408870738	-53.85573798233011	-26.508789118345202	109.63609634473053	16.629192218271	78.21775544888528	18.100633956341188	10.442386030903558	0.8814791966001839	31.418340895845247
2514	-1.4671479408870738	-53.85573798233011	-26.508789118345202	109.63609634473053	16.629192218271	78.21775544888528	18.100633956341188	10.442386030903558	0.8814791966001839	31.418340895845247
2515	-1.4671479408870738	-53.85573798233011	-26.508789118345202	109.63609634473053	16.629192218271	78.21775544888528	18.100633956341188	10.442386030903558	0.8814791966001839	31.418340895845247
2516	1.2652653937395968	-53.87337019906173	-25.225891507873985	109.78379985621007	16.936547280349618	79.77542193873	17.92360050676839	10.732087063786198	0.7540801109481616	30.00837791748006
2517	1.2652653937395968	-53.87337019906173	-25.225891507873985	109.78379985621007	16.936547280349618	79.77542193873	17.92360050676839	10.732087063786198	0.7540801109481616	30.00837791748006
2518	1.2652653937395968	-53.87337019906173	-25.225891507873985	109.78379985621007	16.936547280349618	79.77542193873	17.92360050676839	10.732087063786198	0.7540801109481616	30.00837791748006
2519	1.2652653937395968	-53.87337019906173	-25.225891507873985	109.78379985621007	16.936547280349618	79.77542193873	17.92360050676839	10.732087063786198	0.7540801109481616	30.00837791748006
2520	1.2652653937395968	-53.87337019906173	-25.225891507873985	109.78379985621007	16.936547280349618	79.77542193873	17.92360050676839	10.732087063786198	0.7540801109481616	30.00837791748006
2521	-1.1764585873633564	-53.38629719843813	-26.889423095860945	107.82987571060838	17.371989326775097	77.8823237247869	17.49194932416856	10.561902350308994	0.9199422576215357	29.947551985821477
2522	-1.1764585873633564	-53.38629719843813	-26.889423095860945	107.82987571060838	17.371989326775097	77.8823237247869	17.49194932416856	10.561902350308994	0.9199422576215357	29.947551985821477
2523	-1.1764585873633564	-53.38629719843813	-26.889423095860945	107.82987571060838	17.371989326775097	77.8823237247869	17.49194932416856	10.561902350308994	0.9199422576215357	29.947551985821477
2524	-1.1764585873633564	-53.38629719843813	-26.889423095860945	107.82987571060838	17.371989326775097	77.8823237247869	17.49194932416856	10.561902350308994	0.9199422576215357	29.947551985821477
2525	1.5274757427705055	-53.40092440880763	-25.347320142720942	107.52272109686797	18.237458489316825	77.63754425100194	17.404093467101816	10.21339227768801	0.44672392468759836	29.885176845866027
2526	1.5274757427705055	-53.40092440880763	-25.347320142720942	107.52272109686797	18.237458489316825	77.63754425100194	17.404093467101816	10.21339227768801	0.44672392468759836	29.885176845866027
2527	1.5274757427705055	-53.40092440880763	-25.347320142720942	107.52272109686797	18.237458489316825	77.63754425100194	17.404093467101816	10.21339227768801	0.44672392468759836	29.885176845866027
2528	0.855884935656249	-53.09882568434543	-24.793533931526902	106.70668548211393	17.532395244559265	78.27521791826396	16.89585540676825	10.435315883327501	0.6608458497114336	28.431467563849964
2529	0.855884935656249	-53.09882568434543	-24.793533931526902	106.70668548211393	17.532395244559265	78.27521791826396	16.89585540676825	10.435315883327501	0.6608458497114336	28.431467563849964
2530	0.855884935656249	-53.09882568434543	-24.793533931526902	106.70668548211393	17.532395244559265	78.27521791826396	16.89585540676825	10.435315883327501	0.6608458497114336	28.431467563849964
2531	0.855884935656249	-53.09882568434543	-24.793533931526902	106.70668548211393	17.532395244559265	78.27521791826396	16.89585540676825	10.435315883327501	0.6608458497114336	28.431467563849964
2532	-0.35030769632652436	-53.148662531334836	-25.09400478086402	107.51758491687875	17.084191653562378	77.72851721694119	16.562932991671932	10.751073699173908	0.5183071010746556	29.78906769993756
2533	-0.35030769632652436	-53.148662531334836	-25.09400478086402	107.51758491687875	17.084191653562378	77.72851721694119	16.562932991671932	10.751073699173908	0.5183071010746556	29.78906769993756
2534	-0.35030769632652436	-53.148662531334836	-25.09400478086402	107.51758491687875	17.084191653562378	77.72851721694119	16.562932991671932	10.751073699173908	0.5183071010746556	29.78906769993756
2535	-0.35030769632652436	-53.148662531334836	-25.09400478086402	107.51758491687875	17.084191653562378	77.72851721694119	16.562932991671932	10.751073699173908	0.5183071010746556	29.78906769993756
2536	0.6289431551712568	-52.86560620619876	-24.748117950828828	105.66954789329496	17.646765054376853	76.34935092579474	15.97237567519045	10.313161961655675	0.6624721784855399	29.320196967500223
2537	0.6289431551712568	-52.86560620619876	-24.748117950828828	105.66954789329496	17.646765054376853	76.34935092579474	15.97237567519045	10.313161961655675	0.6624721784855399	29.320196967500223
2538	0.6289431551712568	-52.86560620619876	-24.748117950828828	105.66954789329496	17.646765054376853	76.34935092579474	15.97237567519045	10.313161961655675	0.6624721784855399	29.320196967500223
2539	0.6289431551712568	-52.86560620619876	-24.748117950828828	105.66954789329496	17.646765054376853	76.34935092579474	15.97237567519045	10.313161961655675	0.6624721784855399	29.320196967500223
2540	0.6289431551712568	-52.86560620619876	-24.748117950828828	105.66954789329496	17.646765054376853	76.34935092579474	15.97237567519045	10.313161961655675	0.6624721784855399	29.320196967500223
2541	0.6289431551712568	-52.86560620619876	-24.748117950828828	105.66954789329496	17.646765054376853	76.34935092579474	15.97237567519045	10.313161961655675	0.6624721784855399	29.320196967500223
2542	-0.3575882897409173	-52.644346337763146	-25.32696610900536	104.87565950553956	17.68738472330018	76.58803935087697	15.167704384821725	10.604984972821521	0.8170088394024211	28.28762015466259
2543	-1.4106419342903962	-52.59195605165772	-26.78999832940119	103.92178417826253	17.85086887810154	77.07341248505648	15.479394669407853	11.073528702842188	0.4147760321744097	26.848371693206047
